created,text,retwc,hashtag,followers,friends
2017-09-07 14:17:58,b'RT @MalariaAtlas: Fine scale mapping of #malaria using routine health facility data in urban Tanzania identifies hotspots.@KitutuJR https:/\xe2\x80\xa6',10,malaria,81,166
2017-09-07 14:17:51,b'Ankyrin-1 Gene Exhibits Allelic Heterogeneity in Conferring Protection Against\xc2\xa0Malaria https://t.co/H6lyUAJAjG',0,None,1175,942
2017-09-07 14:17:26,b'Italy opens manslaughter inquiry after four-year-old dies from malaria (via @thejournal_ie) https://t.co/TFmRykco2r',0,None,555,1130
2017-09-07 14:17:24,b'RT @DrMairoMandara: Study examines beliefs stopping pregnant women fm taking anti-#malaria precautions @world_midwives @RollBackMalaria htt\xe2\x80\xa6',1,malaria,160,520
2017-09-07 14:15:17,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,20265,2767
2017-09-07 14:15:15,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1876,1232
2017-09-07 14:14:54,b'@Melodia_ng best soap so far for malaria',0,None,100,278
2017-09-07 14:14:39,"b'@RoyalHatred One recorded Malaria death in Italy in the past week in Italy, probably because of that.'",0,None,2163,716
2017-09-07 14:14:23,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/uuxCzkB8yP https://t.co/2FZfxiP6rj',0,None,100789,98795
2017-09-07 14:13:49,b'RT @LINK_LSHTM: Nigeria malaria timeline is taking shape - starts in 1889 up to present day with 96 major events @nmcpnigeria : https://t.c\xe2\x80\xa6',3,None,352,158
2017-09-07 14:12:40,b'RT @HealthKPGovt: Today Dengue Larvicidal spray activity done by malaria #HealthKP staff at old water pond kot najibullah Haripur https://t\xe2\x80\xa6',2,HealthKP,790,1903
2017-09-07 14:12:17,b'Italy opens manslaughter inquiry after four-year-old dies from malaria (via @thejournal_ie) https://t.co/ZMRjVsKrYm',0,None,180,106
2017-09-07 14:11:30,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1341,939
2017-09-07 14:10:31,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,32,198
2017-09-07 14:09:52,"b'Trento, September 6 - The parasite that gave fatal malaria to a 4-year-old girl who died in\xe2\x80\xa6 https://t.co/av4IaLqmyD @UnitedNewsofUSA'",0,None,769,353
2017-09-07 14:09:20,"b""@ticocarr @BitchWithA_W Didn't say that. I merely note #RachelCarson and EPA knew what they were doing; never was a\xe2\x80\xa6 https://t.co/g1ZaeRaXfB""",0,RachelCarson,4825,5298
2017-09-07 14:08:53,b'Saying that black people bring malaria. This fucking country is awful',0,None,302,440
2017-09-07 14:08:21,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,84,1005
2017-09-07 14:08:01,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/DUNw7ZRWZ6 https://t.co/2HKMrYELF5',0,None,517,415
2017-09-07 14:07:37,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/AuqBRWvfbw https://t.co/h0QF3lpfju',0,None,11,7
2017-09-07 14:07:20,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,872,789
2017-09-07 14:07:19,b'@ticocarr @BitchWithA_W 2/ It accurately notes many nations foolishly ended anti-#malaria campaigns for various unsound reasons.',0,malaria,4825,5298
2017-09-07 14:07:07,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/7i55FJeiod https://t.co/Z7JWq6yhmm',0,None,1301,3997
2017-09-07 14:07:06,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,2150,1362
2017-09-07 14:06:13,b'RT switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/mA3e8xB6Mj',0,None,734,1235
2017-09-07 14:05:56,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1100,745
2017-09-07 14:05:55,"b'@ticocarr @BitchWithA_W No. It accurately notes many nations foolishly cut funding to fight #malaria, including donor nations; 1/'",0,malaria,4825,5298
2017-09-07 14:04:28,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,570,4989
2017-09-07 14:04:05,b'Malaria: Italy treating death of girl as manslaughter https://t.co/zFNLuysPSz',0,None,57,394
2017-09-07 14:03:55,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,65,352
2017-09-07 14:03:08,b'The latest Il Network di AGIRE! https://t.co/O4zoKaXiue Thanks to coopi tdhitaly #malaria #terremoto',0,malaria,243,561
2017-09-07 14:02:52,b'Anyika Onuora: From malaria to Olympic medallist in 10 months: From losing the ability to\xe2\x80\xa6 https://t.co/AJvv5ohhh0',0,None,1692,1941
2017-09-07 14:02:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,188,179
2017-09-07 14:02:17,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1291,1069
2017-09-07 14:02:16,b'RT switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/8hMfqe2cb7',0,None,349,237
2017-09-07 14:02:13,b'The WM freshies are headed back to town! Come support us as we play to help end malaria on\xe2\x80\xa6 https://t.co/ffbmhsTWi0',0,None,159,196
2017-09-07 14:02:10,b'Italy orders investigation after child dies of malaria https://t.co/3Bn4bArFl1',1,None,7786,67
2017-09-07 14:02:01,b'A #PCMalawi Volunteer shared lesson plans for a creative way to teach about #Malaria prevention #stompingoutmalaria https://t.co/dy3Pnr7Iom',0,PCMalawi,342,75
2017-09-07 14:02:01,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1830,3390
2017-09-07 14:01:47,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,2020,2035
2017-09-07 14:01:46,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1408,756
2017-09-07 14:01:42,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,2321,285
2017-09-07 14:01:14,"b'@carrie_j1975 @SweepTheLeg84 @EdKrassen @realDonaldTrump I know loose immigration standards have brought malaria, T\xe2\x80\xa6 https://t.co/sNNhcWS73J'",0,None,17,19
2017-09-07 14:01:06,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,5548,5294
2017-09-07 14:00:58,b'Findings from an assessment of the progress of #malaria interventions and outcomes in Nigeria\xe2\x80\xa6 https://t.co/PpOygYooNG',1,malaria,4990,278
2017-09-07 14:00:55,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,544,396
2017-09-07 14:00:55,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,388,1101
2017-09-07 14:00:55,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/OCV2KUZ9Uj',0,None,936,1335
2017-09-07 14:00:48,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1451,565
2017-09-07 14:00:37,b'Who will address crime committed to Nigerian children?  Malaria kills 3000 children daily',0,None,72,96
2017-09-07 14:00:30,b'RT switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/abqpLttOEh',0,None,534,2431
2017-09-07 13:59:58,"b'RT @iwacuinfo: #Burundi \xe2\x80\x9cSince the ministry declared malaria as an epidemic, more than 252,000 cases detected per week"",T.Ndikumana https:/\xe2\x80\xa6'",4,Burundi,10,145
2017-09-07 13:59:39,b'RT @switchtohealth: 5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,10070821,20
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1971,1506
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1342,1638
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1714,897
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1707,2881
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,185,176
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,918,883
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,345,189
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1153,1091
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,8537,6038
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,4487,4961
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,2361,1904
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,9165,7002
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,106,156
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,2178,1854
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,10073,9565
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,259,325
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,7147,7166
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,420,744
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,581,524
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,2742,5002
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,75,17
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,182,360
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,5816,3446
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,4677,1782
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1177,3560
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,812,1626
2017-09-07 13:59:34,b'RT @cyrus_de_vyrus: It will be soo painful to use condom your entire sexual life and die of malaria..',562,None,1121,329
2017-09-07 13:58:55,b'RT @HazardChaos: Didier Drogba once stopped a civil war in his country. He also recovered from Malaria in 26 minutes. The man is a living l\xe2\x80\xa6',10,None,54,179
2017-09-07 13:58:36,b'New post: 5 Ayurvedic Cures for Malaria that Will Assist You Get better Shortly - https://t.co/H2qAEUFNcu https://t.co/cHxa22irM6',0,None,124,71
2017-09-07 13:58:24,b'Who  will address crime committed against  children by adults?  Malaria killing 3000 children daily in Nigeria',0,None,72,96
2017-09-07 13:57:59,b'RT @CapricornFMNews: Limpopo #Health MEC Phophi Ramathuba says if they work together they can put to an end the spread of Malaria by fumiga\xe2\x80\xa6',1,Health,2271,1938
2017-09-07 13:57:40,b'5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/8JUlx5tifP',0,None,4387,28
2017-09-07 13:57:31,"b'In 2008, Edosio Oghale was gripped alongside feverishness. At the infirmary, medic diagnosed her with malaria and pronto situated her on...'",0,None,54,68
2017-09-07 13:56:37,b'RT @potentash: @scheafferoo So they tested me for malaria and typhoid and it was typhoid. I was in hosi for 3 days and I could barely eat c\xe2\x80\xa6',1,None,727,952
2017-09-07 13:56:16,b'RT @protistologists: Protecting penguins from avian #malaria. https://t.co/hMx8IJnypW  #protists https://t.co/ozc4GQsp57',1,malaria,460,610
2017-09-07 13:56:02,b'Limpopo #Health MEC Phophi Ramathuba says if they work together they can put to an end the spread of Malaria by fum\xe2\x80\xa6 https://t.co/293mlJeE1t',1,Health,14194,266
2017-09-07 13:55:50,"b'@EdDarrell @BitchWithA_W Ed, so you would say this page is incorrect?\n\nhttps://t.co/UHeAjlZLrk'",0,None,29,244
2017-09-07 13:54:57,b'Anyika Onuora: From malaria to Olympic medallist in 10 months | has been published on anthia culture magazine - https://t.co/5xiyhQWUxu',0,None,1348,72
2017-09-07 13:53:51,b'RT @AMike4761: Malaria Death of Four-Year-Old Girl in Italy Reignites Immigration Debate as Syrian Refugees bring disease- #fo2eu  https://\xe2\x80\xa6',189,fo2eu,108,51
2017-09-07 13:53:28,b'@scheafferoo So they tested me for malaria and typhoid and it was typhoid. I was in hosi for 3 days and I could bar\xe2\x80\xa6 https://t.co/e6RPYrvkWa',1,None,7468,1672
2017-09-07 13:53:19,"b'RT @iwacuinfo: #Burundi \xe2\x80\x9cSince the ministry declared malaria as an epidemic, more than 252,000 cases detected per week"",T.Ndikumana https:/\xe2\x80\xa6'",4,Burundi,191,265
2017-09-07 13:53:16,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/MVrugS9EdE',0,None,107,16
2017-09-07 13:53:16,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/xvj5j66Yqk',0,None,85,15
2017-09-07 13:53:04,b'Anyika Onuora: From malaria to Olympic medallist in 10 months https://t.co/HHPiRPqPt6',0,None,116,1
2017-09-07 13:52:33,b'RT @HazardEdition: Drogba: \n- A role model for many players \n- Recovered from malaria in 26 minutes\n- Stopped a civil war from happening in\xe2\x80\xa6',255,None,122,271
2017-09-07 13:52:27,"b""Thousands hit by malaria, dengue as South Asia's worst floods in a decade recede https://t.co/5ifT2O2jwv""",0,None,1943,1438
2017-09-07 13:52:23,b'@JohdaPrecious Hi pls follow and share @cleannigeriaup for a campaign to rid our streets of dirt and diseases like #malaria #hepatitis. Thks',0,malaria,1724,4998
2017-09-07 13:52:13,b'Italy opens manslaughter inquiry after four-year-old dies from malaria - https://t.co/WANSD39vQ0',0,None,1039,23
2017-09-07 13:51:53,b'@EdDarrell @BitchWithA_W So your take is that malaria-related DDT usage never fell due to sentiment in any shape or\xe2\x80\xa6 https://t.co/WnAdEMkOvo',0,None,29,244
2017-09-07 13:51:42,b'Devil  is the chairman of mind games. Ordinary malaria and cough he had me thinking of cancer and every vile disease smh',0,None,5194,1526
2017-09-07 13:51:36,"b'Fight against malaria requires innovators, not just cost-cutters \xe2\x80\x93 AEI \xe2\x80\x93 American Enterprise Institute: Freedom, O\xe2\x80\xa6 https://t.co/PizMOVQbIA'",0,None,3143,3729
2017-09-07 13:51:31,b'@scheafferoo In those days anything with those symptoms was automatically malaria.But a guy who had been misdiagnos\xe2\x80\xa6 https://t.co/voQU2WuAZ1',0,None,7468,1672
2017-09-07 13:50:06,"b'Countries w/ greatest progress against malaria have integrated community health platforms: i.e. Senegal, Kenya @rreithinger #IntegrateHealth'",0,IntegrateHealth,3961,1100
2017-09-07 13:50:03,"b'Malaria Transmission From Monkeys to Humans, Study Finds\n\nhttps://t.co/PiOnMeNKmC'",0,None,72,274
2017-09-07 13:49:43,"b""A four-year-old who hadn't left the country has died from malaria in Italy https://t.co/kjE6OX4okb""",0,None,534835,724
2017-09-07 13:49:02,b'Malaria: Italy treating death of girl as manslaughter https://t.co/djuAANTeQl',0,None,3192,779
2017-09-07 13:49:00,"b""@ticocarr @BitchWithA_W No, WHO's policies &amp; practices did not change due to US ban. US policy was to export all\xe2\x80\xa6 https://t.co/yRoVpZAkrz""",0,None,4825,5298
2017-09-07 13:47:49,"b'RT @WHOMaldives: ""Maldives has eliminated Malaria, Lymphatic Filariasis, Polio and now Measles, remarkable achievements."" - Dr Poonam Khetr\xe2\x80\xa6'",64,None,125,420
2017-09-07 13:47:13,b'RT @pamcafrica: Study show rapid diagnostic test helps distinguish between severe and uncomplicated malaria in Africa @cmmbogo  https://t.c\xe2\x80\xa6',1,None,121,416
2017-09-07 13:46:58,b'Italy orders investigation after rare child death from malaria https://t.co/2T8LrHIhRY',0,None,390,1265
2017-09-07 13:46:29,b'Climate Change- The Effects of Climate Change on the Avian Malaria  and Hawaiian Forest\xc2\xa0Birds https://t.co/KE0gmVCGhu',0,None,1173,1146
2017-09-07 13:46:28,b'Climate Change- The Effects of Climate Change on the Avian Malaria  and Hawaiian Forest\xc2\xa0Birds https://t.co/Zpyd4VJmMt',0,None,3826,4207
2017-09-07 13:46:27,b'Climate Change- The Effects of Climate Change on the Avian Malaria  and Hawaiian Forest\xc2\xa0Birds https://t.co/87bDN66SCF',0,None,2415,2450
2017-09-07 13:46:25,b'Climate Change- The Effects of Climate Change on the Avian Malaria  and Hawaiian Forest\xc2\xa0Birds https://t.co/FMFmZKyUfG',0,None,3158,3057
2017-09-07 13:46:19,b'Climate Change- The Effects of Climate Change on the Avian Malaria  and Hawaiian Forest\xc2\xa0Birds https://t.co/LgaG7VSGb6',0,None,4066,3931
2017-09-07 13:46:18,b'Climate Change- The Effects of Climate Change on the Avian Malaria  and Hawaiian Forest\xc2\xa0Birds https://t.co/pKkvhEswQT',0,None,7098,4330
2017-09-07 13:45:32,"b""RT @RTI_INTL_DEV: RTI's #malaria expert @rreithinger gives overview of scale up of malaria interventions around the world #IntegrateHealth\xe2\x80\xa6""",1,malaria,1541,3
2017-09-07 13:45:01,b'Govt to distribute 28mln free insecticide-treated nets in malaria \n\nREAD: https://t.co/7L8m77vx8c https://t.co/K9AAMlVTsC',0,None,2036,8
2017-09-07 13:44:37,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,280,501
2017-09-07 13:44:32,b'From malaria to Olympic medallist in 10 months. Amazing Anyika!   https://t.co/dQrOzuNQRr https://t.co/jHgUSWEQed',0,None,195,857
2017-09-07 13:44:31,b'5 Ayurvedic Remedies for Malaria that Will Help You Recover Quickly https://t.co/x8Tyn1NLN4',6,None,582464,373
2017-09-07 13:44:28,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,2954,2595
2017-09-07 13:44:22,"b'MALARIA: The avoidable pregnant women, unborn babies\xe2\x80\x99 deaths, by\xc2\xa0experts https://t.co/TLgWOaCR0I https://t.co/9dKFRmoVC3'",0,None,513,2978
2017-09-07 13:44:11,"b'Malaria Transmission From Monkeys to Humans, Study Finds https://t.co/Qle5JgRDH0'",0,None,24806,26667
2017-09-07 13:43:55,"b'RT @HeenaWaleed: ""Maldives has eliminated Malaria, Lymphatic Filariasis, Polio and now Measles, remarkable achievements."" - Dr Poonam Khetr\xe2\x80\xa6'",36,None,280,815
2017-09-07 13:43:31,b'BBC News - Rare malaria death of girl in northern Italy puzzles doctors https://t.co/pxnTVIzR6a',0,None,390,1265
2017-09-07 13:43:21,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,453,562
2017-09-07 13:42:58,"b""In A Case That Is 'Almost Impossible,' Girl Dies Of Malaria In Italy https://t.co/oTQLZT5Zgm""",0,None,390,1265
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,236,284
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,1834,4979
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,286,700
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,3885,2739
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,822,387
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,2287,2095
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,242,2494
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,3031,3444
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,5130,5585
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,1018,596
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,299,272
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,1264,2107
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,162,268
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,1358,3163
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,460,580
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,991,931
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,2516,2336
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,904,3336
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,511,1073
2017-09-07 13:42:55,b'RT @pepnaija: Amazing!\n\nScientists in South Africa Discover a Compound That Could End Malaria: https://t.co/NQRYIpZCNj #Malaria #MG\nBye to\xe2\x80\xa6',69,Malaria,627,534
